time,P,G(i),H_sun,T2m,WS10m,Int
20200723:2210,0.0,0.0,0.0,18.95,1.66,0.0
20200723:2310,0.0,0.0,0.0,17.73,1.59,0.0
20200724:0010,0.0,0.0,0.0,16.62,1.86,0.0
20200724:0110,0.0,0.0,0.0,15.93,2.28,0.0
20200724:0210,0.0,0.0,0.0,15.37,2.34,0.0
20200724:0310,0.0,0.0,0.0,14.71,2.48,0.0
20200724:0410,0.0,0.0,0.0,14.12,2.62,0.0
20200724:0510,83.65,33.23,10.28,14.05,2.69,0.0
20200724:0610,382.75,108.55,19.45,14.91,3.03,0.0
20200724:0710,883.65,227.7,28.87,16.91,3.38,0.0
20200724:0810,2379.4,588.96,38.16,18.28,3.31,0.0
20200724:0910,2758.7,688.14,46.79,19.82,3.72,0.0
20200724:1010,1617.35,407.61,53.91,21.01,4.0,0.0
20200724:1110,1462.3,370.79,58.24,21.5,4.21,0.0
20200724:1210,1171.35,300.73,58.5,21.59,4.0,0.0
20200724:1310,725.95,193.77,54.57,21.77,3.79,0.0
20200724:1410,1927.15,485.74,47.69,21.84,3.52,0.0
20200724:1510,428.75,122.38,39.18,22.21,3.17,0.0
20200724:1610,1053.4,274.66,29.94,22.18,3.17,0.0
20200724:1710,577.05,162.98,20.51,21.75,2.97,0.0
20200724:1810,164.2,55.97,11.29,21.22,2.28,0.0
20200724:1910,0.0,1.75,2.63,20.0,1.93,0.0
20200724:2010,0.0,0.0,0.0,19.27,1.86,0.0
20200724:2110,0.0,0.0,0.0,18.54,1.79,0.0
20200724:2210,0.0,0.0,0.0,17.78,1.86,0.0
20200724:2310,0.0,0.0,0.0,16.98,1.93,0.0
20200725:0010,0.0,0.0,0.0,16.72,2.0,0.0
20200725:0110,0.0,0.0,0.0,16.07,2.28,0.0
20200725:0210,0.0,0.0,0.0,15.77,2.41,0.0
20200725:0310,0.0,0.0,0.0,15.56,2.48,0.0
20200725:0410,0.0,0.0,0.0,15.3,2.55,0.0
20200725:0510,86.05,34.1,10.11,15.73,2.62,0.0
20200725:0610,584.7,167.39,19.29,17.09,2.76,0.0
20200725:0710,787.1,206.23,28.71,18.59,3.31,0.0
20200725:0810,1278.5,322.95,38.0,19.56,3.79,0.0
20200725:0910,775.15,203.96,46.61,20.03,3.93,0.0
20200725:1010,1535.7,386.71,53.72,20.33,3.86,0.0
20200725:1110,299.3,89.93,58.04,20.7,3.38,0.0
20200725:1210,507.9,140.92,58.29,20.96,2.97,0.0
20200725:1310,993.8,258.42,54.38,21.4,2.97,0.0
20200725:1410,1642.8,418.55,47.52,22.08,2.41,0.0
20200725:1510,1022.3,267.68,39.02,23.16,2.28,0.0
20200725:1610,690.9,187.71,29.79,23.82,2.41,0.0
20200725:1710,89.5,36.16,20.36,23.8,2.07,0.0
20200725:1810,55.95,26.23,11.13,22.97,1.24,0.0
20200725:1910,0.0,3.5,2.46,22.42,2.0,0.0
20200725:2010,0.0,0.0,0.0,21.63,2.69,0.0
20200725:2110,0.0,0.0,0.0,20.09,2.9,0.0
20200725:2210,0.0,0.0,0.0,18.2,2.97,0.0
20200725:2310,0.0,0.0,0.0,17.77,3.45,0.0
20200726:0010,0.0,0.0,0.0,17.53,3.86,0.0
20200726:0110,0.0,0.0,0.0,17.35,4.28,0.0
20200726:0210,0.0,0.0,0.0,17.02,5.03,0.0
20200726:0310,0.0,0.0,0.0,16.85,4.76,0.0
20200726:0410,0.0,0.0,0.0,16.6,4.48,0.0
20200726:0510,148.1,50.72,9.94,16.44,4.34,0.0
20200726:0610,561.4,157.44,19.12,16.75,4.41,0.0
20200726:0710,1309.45,331.45,28.55,17.2,4.0,0.0
20200726:0810,2357.8,580.45,37.83,17.98,4.0,0.0
20200726:0910,1876.6,465.1,46.43,18.76,4.07,0.0
20200726:1010,2955.3,737.63,53.52,19.33,4.07,0.0
20200726:1110,2742.85,686.19,57.82,20.32,4.34,0.0
20200726:1210,2778.4,695.68,58.07,21.05,4.83,0.0
20200726:1310,895.8,233.63,54.18,21.42,5.17,0.0
20200726:1410,787.0,207.67,47.34,21.53,5.31,0.0
20200726:1510,2494.45,621.22,38.86,21.75,5.1,0.0
20200726:1610,385.05,111.25,29.63,21.63,4.62,0.0
20200726:1710,612.75,172.92,20.2,21.28,4.07,0.0
20200726:1810,198.65,64.71,10.97,20.66,2.9,0.0
20200726:1910,0.0,0.0,0.0,19.33,2.28,0.0
20200726:2010,0.0,0.0,0.0,18.5,1.86,0.0
20200726:2110,0.0,0.0,0.0,17.61,1.72,0.0
20200726:2210,0.0,0.0,0.0,16.85,1.72,0.0
20200726:2310,0.0,0.0,0.0,16.14,1.79,0.0
20200727:0010,0.0,0.0,0.0,15.45,2.0,0.0
20200727:0110,0.0,0.0,0.0,14.94,2.07,0.0
20200727:0210,0.0,0.0,0.0,14.77,2.14,0.0
20200727:0310,0.0,0.0,0.0,14.75,2.14,0.0
20200727:0410,0.0,0.0,0.0,14.87,2.14,0.0
20200727:0510,6.2,8.74,9.77,15.47,2.14,0.0
20200727:0610,288.25,85.88,18.96,16.28,2.21,0.0
20200727:0710,404.45,114.03,28.38,16.86,2.0,0.0
20200727:0810,1042.35,268.25,37.66,19.72,2.34,0.0
20200727:0910,2216.9,556.0,46.25,20.75,3.24,0.0
20200727:1010,3127.6,795.85,53.32,21.13,3.17,0.0
20200727:1110,3755.6,971.38,57.6,22.67,3.72,0.0
20200727:1210,1514.35,388.83,57.85,25.17,5.1,0.0
20200727:1310,364.8,108.47,53.97,26.66,5.93,0.0
20200727:1410,3229.4,826.53,47.15,27.09,5.72,0.0
20200727:1510,1822.5,467.84,38.69,27.55,5.52,0.0
20200727:1610,686.5,188.79,29.46,27.65,5.45,0.0
20200727:1710,616.8,181.53,20.03,27.08,4.48,0.0
20200727:1810,180.2,61.21,10.8,25.91,3.93,0.0
20200727:1910,0.0,0.0,0.0,24.21,2.83,0.0
20200727:2010,0.0,0.0,0.0,22.48,2.97,0.0
20200727:2110,0.0,0.0,0.0,21.4,3.1,0.0
20200727:2210,0.0,0.0,0.0,20.65,3.1,0.0
20200727:2310,0.0,0.0,0.0,19.92,3.17,0.0
20200728:0010,0.0,0.0,0.0,19.09,3.66,0.0
20200728:0110,0.0,0.0,0.0,18.4,4.21,0.0
20200728:0210,0.0,0.0,0.0,17.7,4.41,0.0
20200728:0310,0.0,0.0,0.0,17.64,4.69,0.0
20200728:0410,0.0,0.0,0.0,17.64,4.62,0.0
20200728:0510,143.8,49.84,9.59,17.68,4.41,0.0
20200728:0610,469.55,132.16,18.79,17.48,4.21,0.0
20200728:0710,1237.4,313.92,28.22,18.08,5.17,0.0
20200728:0810,2411.2,592.19,37.48,18.53,4.9,0.0
20200728:0910,2546.15,626.72,46.06,18.95,5.03,0.0
20200728:1010,1277.4,321.87,53.11,19.48,5.38,0.0
20200728:1110,3174.1,790.87,57.38,19.71,5.17,0.0
20200728:1210,3177.05,793.83,57.63,20.53,5.38,0.0
20200728:1310,1414.65,356.43,53.76,20.71,5.45,0.0
20200728:1410,1247.15,316.23,46.96,20.75,5.38,0.0
20200728:1510,1834.7,456.27,38.51,20.59,5.24,0.0
20200728:1610,1012.25,261.19,29.29,20.4,4.97,0.0
20200728:1710,687.45,200.55,19.86,19.94,4.48,0.0
20200728:1810,200.2,64.71,10.62,19.25,3.38,0.0
20200728:1910,0.0,0.0,0.0,18.32,3.31,0.0
20200728:2010,0.0,0.0,0.0,17.6,2.76,0.0
20200728:2110,0.0,0.0,0.0,17.1,2.48,0.0
20200728:2210,0.0,0.0,0.0,16.55,2.34,0.0
20200728:2310,0.0,0.0,0.0,15.71,2.34,0.0
20200729:0010,0.0,0.0,0.0,15.23,2.41,0.0
20200729:0110,0.0,0.0,0.0,14.98,2.55,0.0
20200729:0210,0.0,0.0,0.0,14.8,2.55,0.0
20200729:0310,0.0,0.0,0.0,14.6,2.55,0.0
20200729:0410,0.0,0.0,0.0,14.32,2.41,0.0
20200729:0510,156.35,52.47,9.42,14.33,2.14,0.0
20200729:0610,600.7,186.6,18.62,14.92,2.28,0.0
20200729:0710,1589.5,403.42,28.05,15.79,2.41,0.0
20200729:0810,2589.3,641.35,37.31,16.58,2.41,0.0
20200729:0910,2912.8,724.52,45.87,17.86,3.17,0.0
20200729:1010,2103.0,522.61,52.9,18.75,3.59,0.0
20200729:1110,2794.4,700.43,57.15,19.21,3.45,0.0
20200729:1210,3775.55,969.39,57.4,19.82,3.24,0.0
20200729:1310,3456.3,882.4,53.55,20.65,3.31,0.0
20200729:1410,3299.55,837.83,46.76,21.1,3.31,0.0
20200729:1510,2614.2,659.24,38.33,21.5,3.1,0.0
20200729:1610,1673.0,432.02,29.11,21.56,2.9,0.0
20200729:1710,685.25,209.15,19.68,21.22,2.48,0.0
20200729:1810,154.7,53.34,10.44,20.55,1.86,0.0
20200729:1910,0.0,0.0,0.0,19.45,1.93,0.0
20200729:2010,0.0,0.0,0.0,17.9,2.21,0.0
20200729:2110,0.0,0.0,0.0,16.69,2.34,0.0
20200729:2210,0.0,0.0,0.0,15.7,2.21,0.0
20200729:2310,0.0,0.0,0.0,14.92,2.14,0.0
20200730:0010,0.0,0.0,0.0,14.28,2.07,0.0
20200730:0110,0.0,0.0,0.0,13.77,2.07,0.0
20200730:0210,0.0,0.0,0.0,13.34,2.0,0.0
20200730:0310,0.0,0.0,0.0,12.92,1.93,0.0
20200730:0410,0.0,0.0,0.0,12.52,1.86,0.0
20200730:0510,140.55,48.1,9.24,12.58,1.66,0.0
20200730:0610,585.3,178.96,18.44,14.8,1.31,0.0
20200730:0710,1469.6,379.0,27.87,17.41,1.03,0.0
20200730:0810,2400.35,611.95,37.13,19.69,1.03,0.0
20200730:0910,2978.8,775.99,45.68,21.52,1.1,0.0
20200730:1010,3360.45,903.4,52.69,22.89,0.76,0.0
20200730:1110,3653.7,1026.0,56.92,23.98,0.07,0.0
20200730:1210,3654.0,1029.23,57.16,24.88,0.14,0.0
20200730:1310,3409.3,950.37,53.33,25.63,0.14,0.0
20200730:1410,3112.9,846.5,46.56,26.14,0.48,0.0
20200730:1510,2447.05,647.33,38.14,26.39,0.9,0.0
20200730:1610,1598.75,428.25,28.93,26.3,1.1,0.0
20200730:1710,645.8,205.64,19.5,26.01,1.31,0.0
20200730:1810,134.75,48.97,10.25,25.17,1.52,0.0
20200730:1910,0.0,0.0,0.0,23.46,2.48,0.0
20200730:2010,0.0,0.0,0.0,21.86,2.76,0.0
20200730:2110,0.0,0.0,0.0,20.73,2.69,0.0
20200730:2210,0.0,0.0,0.0,19.8,2.55,0.0
20200730:2310,0.0,0.0,0.0,18.99,2.41,0.0
20200731:0010,0.0,0.0,0.0,18.24,2.28,0.0
20200731:0110,0.0,0.0,0.0,17.53,2.21,0.0
20200731:0210,0.0,0.0,0.0,16.91,2.14,0.0
20200731:0310,0.0,0.0,0.0,16.41,2.21,0.0
20200731:0410,0.0,0.0,0.0,16.11,2.34,0.0
20200731:0510,114.7,41.97,9.05,16.38,2.28,0.0
20200731:0610,572.9,184.8,18.27,18.38,2.07,0.0
20200731:0710,1546.85,405.97,27.7,21.98,2.0,0.0
20200731:0810,2483.45,641.68,36.95,24.96,2.28,0.0
20200731:0910,3093.75,815.75,45.48,27.38,2.55,0.0
20200731:1010,3508.65,945.13,52.47,29.37,2.83,0.0
20200731:1110,3811.25,1044.94,56.68,30.94,2.97,0.0
20200731:1210,3793.9,1049.35,56.92,32.13,2.83,0.0
20200731:1310,3572.15,986.05,53.1,33.03,2.69,0.0
20200731:1410,3150.75,859.56,46.35,33.58,2.62,0.0
20200731:1510,2422.25,652.65,37.94,33.82,2.55,0.0
20200731:1610,1556.65,428.54,28.74,33.73,2.34,0.0
20200731:1710,630.55,207.35,19.31,33.08,2.0,0.0
20200731:1810,130.25,48.97,10.05,31.59,1.86,0.0
20200731:1910,0.0,0.0,0.0,29.41,2.34,0.0
20200731:2010,0.0,0.0,0.0,26.92,2.55,0.0
20200731:2110,0.0,0.0,0.0,25.69,2.69,0.0
20200731:2210,0.0,0.0,0.0,25.1,2.9,0.0
20200731:2310,0.0,0.0,0.0,24.74,2.97,0.0
20200801:0010,0.0,0.0,0.0,24.32,2.69,0.0
20200801:0110,0.0,0.0,0.0,23.51,2.48,0.0
20200801:0210,0.0,0.0,0.0,22.82,2.55,0.0
20200801:0310,0.0,0.0,0.0,21.84,2.62,0.0
20200801:0410,0.0,0.0,0.0,21.24,2.41,0.0
20200801:0510,4.0,7.87,8.87,20.66,2.62,0.0
20200801:0610,37.85,20.4,18.09,21.06,3.1,0.0
20200801:0710,391.5,113.11,27.52,21.64,2.41,0.0
20200801:0810,1184.6,306.41,36.76,22.8,2.48,0.0
20200801:0910,3000.0,772.05,45.28,24.22,2.97,0.0
20200801:1010,3362.35,877.13,52.25,25.14,3.17,0.0
20200801:1110,3601.45,953.11,56.44,25.79,2.97,0.0
20200801:1210,3360.25,888.7,56.67,26.69,2.97,0.0
20200801:1310,3003.05,786.62,52.87,27.27,3.24,0.0
20200801:1410,2749.9,715.48,46.14,27.65,3.38,0.0
20200801:1510,1859.7,482.06,37.74,27.65,3.31,0.0
20200801:1610,1041.5,278.33,28.54,27.22,3.31,0.0
20200801:1710,627.6,195.75,19.11,26.48,3.31,0.0
20200801:1810,134.75,48.97,9.86,25.51,3.38,0.0
20200801:1910,0.0,0.0,0.0,23.68,3.38,0.0
20200801:2010,0.0,0.0,0.0,22.63,2.83,0.0
20200801:2110,0.0,0.0,0.0,21.73,2.41,0.0
20200801:2210,0.0,0.0,0.0,21.0,2.0,0.0
20200801:2310,0.0,0.0,0.0,20.04,1.1,0.0
20200802:0010,0.0,0.0,0.0,19.54,0.62,0.0
20200802:0110,0.0,0.0,0.0,18.65,1.1,0.0
20200802:0210,0.0,0.0,0.0,18.1,1.72,0.0
20200802:0310,0.0,0.0,0.0,17.62,2.14,0.0
20200802:0410,0.0,0.0,0.0,17.18,2.48,0.0
20200802:0510,130.9,46.35,8.68,16.9,2.62,0.0
20200802:0610,531.75,153.18,17.91,16.88,2.9,0.0
20200802:0710,727.95,191.03,27.34,17.56,3.93,0.0
20200802:0810,907.75,233.73,36.58,18.63,4.14,0.0
20200802:0910,943.9,243.28,45.08,19.45,4.28,0.0
20200802:1010,495.8,137.21,52.02,20.02,4.21,0.0
20200802:1110,2499.1,625.65,56.19,20.78,4.21,0.0
20200802:1210,2878.3,727.65,56.42,21.48,3.86,0.0
20200802:1310,645.6,174.3,52.63,21.54,3.66,0.0
20200802:1410,1050.0,271.94,45.92,21.94,3.59,0.0
20200802:1510,907.0,237.34,37.53,21.9,3.52,0.0
20200802:1610,498.55,139.14,28.35,21.85,3.31,0.0
20200802:1710,549.5,157.3,18.92,21.36,3.03,0.0
20200802:1810,138.0,48.97,9.65,20.88,2.9,0.0
20200802:1910,0.0,0.0,0.0,19.94,2.55,0.0
20200802:2010,0.0,0.0,0.0,19.17,2.28,0.0
20200802:2110,0.0,0.0,0.0,18.35,2.07,0.0
20200802:2210,0.0,0.0,0.0,17.38,1.86,0.0
20200802:2310,0.0,0.0,0.0,16.48,1.59,0.0
20200803:0010,0.0,0.0,0.0,15.29,1.31,0.0
20200803:0110,0.0,0.0,0.0,15.21,0.83,0.0
20200803:0210,0.0,0.0,0.0,15.57,0.34,0.0
20200803:0310,0.0,0.0,0.0,15.16,0.21,0.0
20200803:0410,0.0,0.0,0.0,14.83,0.14,0.0
20200803:0510,125.5,44.6,8.49,14.59,0.41,0.0
20200803:0610,548.9,158.76,17.72,14.61,0.41,0.0
20200803:0710,1367.5,351.6,27.15,15.63,0.21,0.0
20200803:0810,2055.9,523.23,36.39,17.21,0.0,0.0
20200803:0910,2725.55,704.53,44.88,18.48,0.34,0.0
20200803:1010,2910.35,755.75,51.79,19.25,0.76,0.0
20200803:1110,3331.05,877.12,55.94,19.96,1.03,0.0
20200803:1210,2828.95,734.24,56.16,20.85,1.24,0.0
20200803:1310,2855.7,739.02,52.38,21.07,1.45,0.0
20200803:1410,2473.4,634.15,45.69,21.48,1.52,0.0
20200803:1510,1653.05,420.42,37.32,21.57,2.07,0.0
20200803:1610,177.6,59.33,28.14,20.82,2.62,0.0
20200803:1710,450.65,128.86,18.71,20.32,2.62,0.0
20200803:1810,106.15,40.23,9.44,19.92,2.76,0.0
20200803:1910,0.0,0.0,0.0,18.35,3.24,0.0
20200803:2010,0.0,0.0,0.0,17.21,3.52,0.0
20200803:2110,0.0,0.0,0.0,16.28,3.03,0.0
20200803:2210,0.0,0.0,0.0,15.62,2.34,0.0
20200803:2310,0.0,0.0,0.0,15.07,1.93,0.0
20200804:0010,0.0,0.0,0.0,14.51,2.07,0.0
20200804:0110,0.0,0.0,0.0,13.89,2.07,0.0
20200804:0210,0.0,0.0,0.0,13.32,1.86,0.0
20200804:0310,0.0,0.0,0.0,12.77,1.72,0.0
20200804:0410,0.0,0.0,0.0,12.41,1.72,0.0
20200804:0510,113.75,41.1,8.3,12.39,1.66,0.0
20200804:0610,546.2,155.79,17.54,13.26,1.52,0.0
20200804:0710,1568.0,398.39,26.97,14.74,1.59,0.0
20200804:0810,2038.65,506.16,36.19,16.33,1.72,0.0
20200804:0910,2524.6,633.09,44.67,17.78,1.86,0.0
20200804:1010,3187.45,814.72,51.56,18.98,2.07,0.0
20200804:1110,3467.85,899.81,55.68,20.0,2.07,0.0
20200804:1210,3639.65,951.66,55.9,20.9,2.21,0.0
20200804:1310,3671.7,962.19,52.13,21.64,2.21,0.0
20200804:1410,3081.1,795.8,45.46,22.09,2.07,0.0
20200804:1510,2435.1,621.96,37.1,22.45,2.14,0.0
20200804:1610,1604.25,418.02,27.93,22.27,2.14,0.0
20200804:1710,631.7,190.15,18.5,21.85,2.07,0.0
20200804:1810,157.35,54.22,9.23,21.35,1.86,0.0
20200804:1910,0.0,0.0,0.0,20.15,1.66,0.0
20200804:2010,0.0,0.0,0.0,18.49,1.03,0.0
20200804:2110,0.0,0.0,0.0,18.71,0.69,0.0
20200804:2210,0.0,0.0,0.0,15.27,1.72,0.0
20200804:2310,0.0,0.0,0.0,14.67,2.28,0.0
20200805:0010,0.0,0.0,0.0,14.42,2.41,0.0
20200805:0110,0.0,0.0,0.0,14.33,2.41,0.0
20200805:0210,0.0,0.0,0.0,14.23,2.41,0.0
20200805:0310,0.0,0.0,0.0,14.26,2.55,0.0
20200805:0410,0.0,0.0,0.0,14.37,2.62,0.0
20200805:0510,112.4,41.1,8.11,14.75,2.62,0.0
20200805:0610,553.7,176.94,17.35,16.5,2.34,0.0
20200805:0710,1512.25,389.68,26.78,19.16,2.83,0.0
20200805:0810,2423.6,610.25,36.0,21.53,3.17,0.0
20200805:0910,3086.85,790.0,44.46,23.31,3.24,0.0
20200805:1010,3483.2,909.71,51.33,24.56,3.1,0.0
20200805:1110,3837.6,1021.87,55.42,25.65,2.97,0.0
20200805:1210,3786.65,1013.42,55.63,26.56,2.9,0.0
20200805:1310,3529.7,939.63,51.88,27.29,2.9,0.0
20200805:1410,3159.45,832.4,45.22,27.8,2.9,0.0
20200805:1510,2436.75,635.22,36.88,28.07,2.9,0.0
20200805:1610,1548.0,413.72,27.71,28.08,2.76,0.0
20200805:1710,611.45,196.48,18.28,27.75,2.41,0.0
20200805:1810,117.8,44.6,9.01,26.79,1.52,0.0
20200805:1910,0.0,0.0,0.0,25.38,1.03,0.0
20200805:2010,0.0,0.0,0.0,24.21,1.1,0.0
20200805:2110,0.0,0.0,0.0,20.58,1.79,0.0
20200805:2210,0.0,0.0,0.0,19.61,2.62,0.0
20200805:2310,0.0,0.0,0.0,19.34,2.76,0.0
20200806:0010,0.0,0.0,0.0,19.41,2.9,0.0
20200806:0110,0.0,0.0,0.0,19.42,2.97,0.0
20200806:0210,0.0,0.0,0.0,19.32,2.83,0.0
20200806:0310,0.0,0.0,0.0,18.8,2.48,0.0
20200806:0410,0.0,0.0,0.0,18.08,2.21,0.0
20200806:0510,120.55,43.72,7.91,17.5,2.07,0.0
20200806:0610,537.55,171.21,17.16,18.66,1.72,0.0
20200806:0710,1442.45,379.07,26.59,22.0,1.79,0.0
20200806:0810,2327.5,601.5,35.8,24.4,1.79,0.0
20200806:0910,2927.55,774.14,44.24,26.52,1.72,0.0
20200806:1010,3153.6,851.64,51.09,28.05,1.59,0.0
20200806:1110,3631.25,1009.88,55.16,29.13,1.38,0.0
20200806:1210,3574.5,1000.18,55.36,29.94,1.24,0.0
20200806:1310,3266.4,908.91,51.62,30.6,1.03,0.0
20200806:1410,2671.05,730.67,44.98,31.02,0.83,0.0
20200806:1510,2254.85,610.42,36.65,31.23,0.83,0.0
20200806:1610,1459.25,401.64,27.49,31.18,0.83,0.0
20200806:1710,582.4,191.55,18.06,30.8,0.83,0.0
20200806:1810,122.3,46.35,8.78,29.38,0.9,0.0
20200806:1910,0.0,0.0,0.0,28.04,1.72,0.0
20200806:2010,0.0,0.0,0.0,25.86,2.07,0.0
20200806:2110,0.0,0.0,0.0,24.24,2.21,0.0
20200806:2210,0.0,0.0,0.0,23.16,2.34,0.0
20200806:2310,0.0,0.0,0.0,22.39,2.41,0.0
20200807:0010,0.0,0.0,0.0,21.65,2.34,0.0
20200807:0110,0.0,0.0,0.0,20.86,2.21,0.0
20200807:0210,0.0,0.0,0.0,20.04,2.07,0.0
20200807:0310,0.0,0.0,0.0,19.23,2.0,0.0
20200807:0410,0.0,0.0,0.0,18.46,1.86,0.0
20200807:0510,107.2,40.23,7.72,17.96,1.66,0.0
20200807:0610,528.3,171.67,16.97,19.8,0.97,0.0
20200807:0710,1448.45,388.48,26.4,24.26,0.69,0.0
20200807:0810,2266.4,602.98,35.6,27.0,0.55,0.0
20200807:0910,2904.65,791.98,44.02,29.05,0.76,0.0
20200807:1010,3313.05,920.42,50.84,30.36,1.1,0.0
20200807:1110,3602.0,1019.0,54.89,31.32,1.17,0.0
20200807:1210,3578.8,1016.28,55.08,32.08,1.17,0.0
20200807:1310,3336.15,942.1,51.35,32.67,1.03,0.0
20200807:1410,2911.7,809.05,44.73,33.04,0.97,0.0
20200807:1510,2286.4,623.97,36.42,33.2,1.03,0.0
20200807:1610,1448.6,401.33,27.26,33.12,1.24,0.0
20200807:1710,573.2,189.45,17.84,32.7,1.45,0.0
20200807:1810,117.95,45.47,8.55,31.41,1.59,0.0
20200807:1910,0.0,0.0,0.0,29.67,2.21,0.0
20200807:2010,0.0,0.0,0.0,27.94,2.41,0.0
20200807:2110,0.0,0.0,0.0,26.52,2.34,0.0
20200807:2210,0.0,0.0,0.0,25.08,2.14,0.0
20200807:2310,0.0,0.0,0.0,23.57,2.0,0.0
20200808:0010,0.0,0.0,0.0,22.18,1.86,0.0
20200808:0110,0.0,0.0,0.0,20.99,1.79,0.0
20200808:0210,0.0,0.0,0.0,20.03,1.79,0.0
20200808:0310,0.0,0.0,0.0,19.27,1.72,0.0
20200808:0410,0.0,0.0,0.0,18.71,1.66,0.0
20200808:0510,103.6,39.35,7.52,18.64,1.45,0.0
20200808:0610,519.95,168.39,16.78,21.38,0.76,0.0
20200808:0710,1406.7,379.79,26.21,25.46,0.55,0.0
20200808:0810,2189.05,589.88,35.4,28.38,0.14,0.0
20200808:0910,2808.85,775.0,43.8,30.62,0.48,0.0
20200808:1010,3179.35,892.61,50.6,32.21,0.9,0.0
20200808:1110,3508.95,1004.37,54.62,33.31,1.03,0.0
20200808:1210,3440.65,988.36,54.8,34.05,0.97,0.0
20200808:1310,3281.85,933.23,51.08,34.51,1.1,0.0
20200808:1410,2840.45,789.62,44.48,34.72,1.31,0.0
20200808:1510,2245.95,613.23,36.18,34.82,1.59,0.0
20200808:1610,1425.8,396.01,27.03,34.59,1.93,0.0
20200808:1710,522.2,164.66,17.6,33.92,2.34,0.0
20200808:1810,87.2,36.73,8.31,32.65,2.69,0.0
20200808:1910,0.0,0.0,0.0,31.12,2.97,0.0
20200808:2010,0.0,0.0,0.0,29.94,2.97,0.0
20200808:2110,0.0,0.0,0.0,28.8,3.1,0.0
20200808:2210,0.0,0.0,0.0,27.78,3.17,0.0
20200808:2310,0.0,0.0,0.0,26.86,2.9,0.0
20200809:0010,0.0,0.0,0.0,26.03,2.55,0.0
20200809:0110,0.0,0.0,0.0,25.21,2.21,0.0
20200809:0210,0.0,0.0,0.0,24.61,2.14,0.0
20200809:0310,0.0,0.0,0.0,23.79,1.72,0.0
20200809:0410,0.0,0.0,0.0,22.9,1.59,0.0
20200809:0510,101.65,39.35,7.32,22.15,1.31,0.0
20200809:0610,153.85,53.77,16.59,23.5,1.1,0.0
20200809:0710,176.5,60.26,26.01,25.54,1.1,0.0
20200809:0810,452.55,131.65,35.2,27.83,1.72,0.0
20200809:0910,1674.9,443.13,43.58,29.42,1.79,0.0
20200809:1010,1959.65,524.94,50.35,31.19,1.59,0.0
20200809:1110,235.3,77.88,54.34,32.59,1.24,0.0
20200809:1210,718.95,203.96,54.51,33.47,1.17,0.0
20200809:1310,296.5,93.64,50.8,32.08,3.1,0.0
20200809:1410,2004.45,538.53,44.22,31.38,1.24,0.0
20200809:1510,2010.5,546.28,35.93,32.01,0.55,0.0
20200809:1610,1262.35,347.66,26.79,32.34,1.52,0.0
20200809:1710,524.9,166.08,17.37,31.01,2.14,0.0
20200809:1810,119.05,45.47,8.07,29.84,2.41,0.0
20200809:1910,0.0,0.0,0.0,28.23,1.79,0.0
20200809:2010,0.0,0.0,0.0,26.94,1.93,0.0
20200809:2110,0.0,0.0,0.0,25.86,1.79,0.0
20200809:2210,0.0,0.0,0.0,24.69,1.72,0.0
20200809:2310,0.0,0.0,0.0,23.67,1.79,0.0
20200810:0010,0.0,0.0,0.0,22.95,1.86,0.0
20200810:0110,0.0,0.0,0.0,22.24,1.86,0.0
20200810:0210,0.0,0.0,0.0,21.56,1.79,0.0
20200810:0310,0.0,0.0,0.0,20.9,1.72,0.0
20200810:0410,0.0,0.0,0.0,20.31,1.66,0.0
20200810:0510,96.45,37.6,7.11,20.1,1.59,0.0
20200810:0610,495.2,157.63,16.39,22.47,1.31,0.0
20200810:0710,1336.45,358.62,25.82,24.93,0.9,0.0
20200810:0810,2104.2,557.28,34.99,27.14,0.69,0.0
20200810:0910,2743.2,737.6,43.36,29.12,1.24,0.0
20200810:1010,2758.5,748.02,50.1,30.54,1.45,0.0
20200810:1110,2821.0,774.56,54.06,31.48,1.24,0.0
20200810:1210,2631.55,721.92,54.22,32.11,1.17,0.0
20200810:1310,2071.45,560.67,50.52,32.38,1.31,0.0
20200810:1410,1640.6,442.49,43.96,32.39,1.31,0.0
20200810:1510,2160.9,581.75,35.68,32.11,1.45,0.0
20200810:1610,1324.0,364.15,26.55,31.91,1.45,0.0
20200810:1710,528.25,170.16,17.13,31.32,1.86,0.0
20200810:1810,109.5,42.85,7.83,30.3,2.28,0.0
20200810:1910,0.0,0.0,0.0,29.57,2.48,0.0
20200810:2010,0.0,0.0,0.0,28.31,2.97,0.0
20200810:2110,0.0,0.0,0.0,27.18,2.76,0.0
20200810:2210,0.0,0.0,0.0,26.15,2.55,0.0
20200810:2310,0.0,0.0,0.0,25.3,2.21,0.0
20200811:0010,0.0,0.0,0.0,24.6,2.0,0.0
20200811:0110,0.0,0.0,0.0,24.22,1.93,0.0
20200811:0210,0.0,0.0,0.0,23.55,1.72,0.0
20200811:0310,0.0,0.0,0.0,22.65,1.66,0.0
20200811:0410,0.0,0.0,0.0,21.79,1.72,0.0
20200811:0510,71.2,30.61,6.91,21.49,1.79,0.0
20200811:0610,416.9,125.89,16.19,23.09,1.66,0.0
20200811:0710,737.1,201.19,25.62,25.03,1.66,0.0
20200811:0810,1951.5,504.03,34.78,26.4,2.76,0.0
20200811:0910,2420.1,629.05,43.13,27.15,2.69,0.0
20200811:1010,1788.95,470.17,49.84,28.38,2.14,0.0
